"Country","Month.end","FC.rating.long","FC.rating.short","FC.rating.outlook","LC.rating.long","LC.rating.outlook","Date.updated"
"Lebanon",2005-09-30,"B-","B","Stable","B-","Stable",2001-09-21
"Lebanon",2005-10-31,"B-","B","Stable","B-","Stable",2001-09-21
"Lebanon",2005-11-30,"B-","B","Positive","B-","Positive",2005-11-18
"Lebanon",2005-12-31,"B-","B","Positive","B-","Positive",2005-11-18
"Lebanon",2006-01-31,"B-","B","Positive","B-","Positive",2005-11-18
"Lebanon",2006-02-28,"B-","B","Positive","B-","Positive",2005-11-18
"Lebanon",2006-03-31,"B-","B","Positive","B-","Positive",2005-11-18
"Lebanon",2006-04-30,"B-","B","Positive","B-","Positive",2005-11-18
"Lebanon",2006-05-31,"B-","B","Positive","B-","Positive",2005-11-18
"Lebanon",2006-06-30,"B-","B","Positive","B-","Positive",2005-11-18
"Lebanon",2006-07-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2006-08-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2006-09-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2006-10-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2006-11-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2006-12-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-01-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-02-28,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-03-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-04-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-05-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-06-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-07-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-08-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-09-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-10-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-11-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2007-12-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-01-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-02-29,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-03-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-04-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-05-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-06-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-07-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-08-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-09-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-10-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-11-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2008-12-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-01-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-02-28,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-03-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-04-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-05-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-06-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-07-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-08-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-09-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-10-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-11-30,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2009-12-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2010-01-31,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2010-02-28,"B-","B","Stable","B-","Stable",2006-07-14
"Lebanon",2010-03-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2010-04-30,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2010-05-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2010-06-30,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2010-07-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2010-08-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2010-09-30,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2010-10-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2010-11-30,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2010-12-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-01-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-02-28,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-03-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-04-30,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-05-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-06-30,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-07-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-08-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-09-30,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-10-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-11-30,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2011-12-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2012-01-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2012-02-29,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2012-03-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2012-04-30,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2012-05-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2012-06-30,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2012-07-31,"B","B","Stable","B","Stable",2010-03-31
"Lebanon",2012-08-31,"B","B","Stable","B","Stable",2010-03-31
"Lesotho",2002-09-30,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2002-10-31,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2002-11-30,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2002-12-31,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2003-01-31,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2003-02-28,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2003-03-31,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2003-04-30,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2003-05-31,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2003-06-30,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2003-07-31,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2003-08-31,"B+","B","Stable","BB","Stable",2002-09-02
"Lesotho",2003-09-30,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2003-10-31,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2003-11-30,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2003-12-31,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2004-01-31,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2004-02-29,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2004-03-31,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2004-04-30,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2004-05-31,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2004-06-30,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2004-07-31,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2004-08-31,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2004-09-30,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2004-10-31,"B+","B","Positive","BB","Positive",2003-09-26
"Lesotho",2004-11-30,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2004-12-31,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2005-01-31,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2005-02-28,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2005-03-31,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2005-04-30,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2005-05-31,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2005-06-30,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2005-07-31,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2005-08-31,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2005-09-30,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2005-10-31,"BB-","B","Stable","BB+","Stable",2004-11-30
"Lesotho",2005-11-30,"BB-","B","Negative","BB+","Negative",2005-11-04
"Lesotho",2005-12-31,"BB-","B","Negative","BB+","Negative",2005-11-04
"Lesotho",2006-01-31,"BB-","B","Negative","BB+","Negative",2005-11-04
"Lesotho",2006-02-28,"BB-","B","Negative","BB+","Negative",2005-11-04
"Lesotho",2006-03-31,"BB-","B","Negative","BB+","Negative",2005-11-04
"Lesotho",2006-04-30,"BB-","B","Negative","BB+","Negative",2005-11-04
"Lesotho",2006-05-31,"BB-","B","Negative","BB+","Negative",2005-11-04
"Lesotho",2006-06-30,"BB-","B","Negative","BB+","Negative",2005-11-04
"Lesotho",2006-07-31,"BB-","B","Negative","BB+","Negative",2005-11-04
"Lesotho",2006-08-31,"BB-","B","Negative","BB+","Negative",2005-11-04
"Lesotho",2006-09-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2006-10-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2006-11-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2006-12-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-01-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-02-28,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-03-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-04-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-05-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-06-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-07-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-08-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-09-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-10-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-11-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2007-12-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-01-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-02-29,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-03-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-04-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-05-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-06-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-07-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-08-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-09-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-10-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-11-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2008-12-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-01-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-02-28,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-03-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-04-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-05-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-06-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-07-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-08-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-09-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-10-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-11-30,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2009-12-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2010-01-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2010-02-28,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2010-03-31,"BB-","B","Stable","BB","Stable",2006-09-18
"Lesotho",2010-04-30,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2010-05-31,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2010-06-30,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2010-07-31,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2010-08-31,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2010-09-30,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2010-10-31,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2010-11-30,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2010-12-31,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2011-01-31,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2011-02-28,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2011-03-31,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2011-04-30,"BB-","B","Stable","BB","Negative",2010-04-27
"Lesotho",2011-05-31,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2011-06-30,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2011-07-31,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2011-08-31,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2011-09-30,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2011-10-31,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2011-11-30,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2011-12-31,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2012-01-31,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2012-02-29,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2012-03-31,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2012-04-30,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2012-05-31,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2012-06-30,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2012-07-31,"BB-","B","Negative","BB","Negative",2011-05-31
"Lesotho",2012-08-31,"BB-","B","Negative","BB","Negative",2011-05-31
"Libya",2009-05-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2009-06-30,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2009-07-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2009-08-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2009-09-30,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2009-10-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2009-11-30,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2009-12-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-01-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-02-28,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-03-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-04-30,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-05-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-06-30,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-07-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-08-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-09-30,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-10-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-11-30,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2010-12-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2011-01-31,"BBB+","F2","Stable","BBB+","Stable",2009-05-07
"Libya",2011-02-28,"BBB","F3","Rating Watch Negative","BBB","Rating Watch Negative",2011-02-21
"Libya",2011-03-31,"BB","B","Rating Watch Negative","BB","Rating Watch Negative",2011-03-01
"Libya",2011-04-30,"-","-","-","-","-",2011-04-13
"Libya",2011-05-31,"-","-","-","-","-",2011-04-13
"Libya",2011-06-30,"-","-","-","-","-",2011-04-13
"Libya",2011-07-31,"-","-","-","-","-",2011-04-13
"Libya",2011-08-31,"-","-","-","-","-",2011-04-13
"Libya",2011-09-30,"-","-","-","-","-",2011-04-13
"Libya",2011-10-31,"-","-","-","-","-",2011-04-13
"Libya",2011-11-30,"-","-","-","-","-",2011-04-13
"Libya",2011-12-31,"-","-","-","-","-",2011-04-13
"Libya",2012-01-31,"-","-","-","-","-",2011-04-13
"Libya",2012-02-29,"-","-","-","-","-",2011-04-13
"Libya",2012-03-31,"-","-","-","-","-",2011-04-13
"Libya",2012-04-30,"-","-","-","-","-",2011-04-13
"Libya",2012-05-31,"-","-","-","-","-",2011-04-13
"Libya",2012-06-30,"-","-","-","-","-",2011-04-13
"Libya",2012-07-31,"-","-","-","-","-",2011-04-13
"Libya",2012-08-31,"-","-","-","-","-",2011-04-13
"Lithuania",1997-01-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1997-02-28,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1997-03-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1997-04-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1997-05-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1997-06-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1997-07-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1997-08-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1997-09-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1997-10-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1997-11-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1997-12-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-01-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-02-28,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-03-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-04-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-05-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-06-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-07-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-08-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-09-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-10-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-11-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1998-12-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-01-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-02-28,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-03-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-04-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-05-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-06-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-07-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-08-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-09-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-10-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-11-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",1999-12-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",2000-01-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",2000-02-29,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",2000-03-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",2000-04-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",2000-05-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",2000-06-30,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",2000-07-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",2000-08-31,"BB+","B","-","BBB+","-",1997-01-28
"Lithuania",2000-09-30,"BB+","B","Stable","BBB+","Stable",2000-09-21
"Lithuania",2000-10-31,"BB+","B","Stable","BBB+","Stable",2000-09-21
"Lithuania",2000-11-30,"BB+","B","Stable","BBB+","Stable",2000-09-21
"Lithuania",2000-12-31,"BB+","B","Stable","BBB+","Stable",2000-09-21
"Lithuania",2001-01-31,"BB+","B","Stable","BBB+","Stable",2000-09-21
"Lithuania",2001-02-28,"BB+","B","Stable","BBB+","Stable",2000-09-21
"Lithuania",2001-03-31,"BB+","B","Stable","BBB+","Stable",2000-09-21
"Lithuania",2001-04-30,"BB+","B","Stable","BBB+","Stable",2000-09-21
"Lithuania",2001-05-31,"BBB-","F3","Stable","BBB+","Stable",2001-05-16
"Lithuania",2001-06-30,"BBB-","F3","Stable","BBB+","Stable",2001-05-16
"Lithuania",2001-07-31,"BBB-","F3","Stable","BBB+","Stable",2001-05-16
"Lithuania",2001-08-31,"BBB-","F3","Stable","BBB+","Stable",2001-05-16
"Lithuania",2001-09-30,"BBB-","F3","Stable","BBB+","Stable",2001-05-16
"Lithuania",2001-10-31,"BBB-","F3","Stable","BBB+","Stable",2001-05-16
"Lithuania",2001-11-30,"BBB-","F3","Stable","BBB+","Stable",2001-05-16
"Lithuania",2001-12-31,"BBB-","F3","Stable","BBB+","Stable",2001-05-16
"Lithuania",2002-01-31,"BBB-","F3","Stable","BBB+","Stable",2001-05-16
"Lithuania",2002-02-28,"BBB-","F3","Positive","BBB+","Positive",2002-02-28
"Lithuania",2002-03-31,"BBB-","F3","Positive","BBB+","Positive",2002-02-28
"Lithuania",2002-04-30,"BBB-","F3","Positive","BBB+","Positive",2002-02-28
"Lithuania",2002-05-31,"BBB-","F3","Positive","BBB+","Positive",2002-02-28
"Lithuania",2002-06-30,"BBB-","F3","Positive","BBB+","Positive",2002-02-28
"Lithuania",2002-07-31,"BBB-","F3","Positive","BBB+","Positive",2002-02-28
"Lithuania",2002-08-31,"BBB-","F3","Positive","BBB+","Positive",2002-02-28
"Lithuania",2002-09-30,"BBB-","F3","Positive","BBB+","Positive",2002-02-28
"Lithuania",2002-10-31,"BBB-","F3","Positive","BBB+","Positive",2002-02-28
"Lithuania",2002-11-30,"BBB-","F3","Positive","BBB+","Positive",2002-02-28
"Lithuania",2002-12-31,"BBB","F3","Stable","A-","Stable",2002-12-17
"Lithuania",2003-01-31,"BBB","F3","Stable","A-","Stable",2002-12-17
"Lithuania",2003-02-28,"BBB","F3","Stable","A-","Stable",2002-12-17
"Lithuania",2003-03-31,"BBB","F3","Stable","A-","Stable",2002-12-17
"Lithuania",2003-04-30,"BBB","F3","Stable","A-","Stable",2002-12-17
"Lithuania",2003-05-31,"BBB","F3","Stable","A-","Stable",2002-12-17
"Lithuania",2003-06-30,"BBB","F3","Stable","A-","Stable",2002-12-17
"Lithuania",2003-07-31,"BBB","F3","Stable","A-","Stable",2002-12-17
"Lithuania",2003-08-31,"BBB","F3","Stable","A-","Stable",2002-12-17
"Lithuania",2003-09-30,"BBB","F3","Stable","A-","Stable",2002-12-17
"Lithuania",2003-10-31,"BBB","F3","Stable","A-","Stable",2002-12-17
"Lithuania",2003-11-30,"BBB","F3","Positive","A-","Stable",2003-11-04
"Lithuania",2003-12-31,"BBB","F3","Positive","A-","Stable",2003-11-04
"Lithuania",2004-01-31,"BBB+","F2","Positive","A","Stable",2004-01-28
"Lithuania",2004-02-29,"BBB+","F2","Positive","A","Stable",2004-01-28
"Lithuania",2004-03-31,"BBB+","F2","Positive","A","Stable",2004-01-28
"Lithuania",2004-04-30,"BBB+","F2","Positive","A","Stable",2004-01-28
"Lithuania",2004-05-31,"BBB+","F2","Positive","A","Stable",2004-01-28
"Lithuania",2004-06-30,"BBB+","F2","Positive","A","Stable",2004-01-28
"Lithuania",2004-07-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2004-08-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2004-09-30,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2004-10-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2004-11-30,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2004-12-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-01-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-02-28,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-03-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-04-30,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-05-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-06-30,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-07-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-08-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-09-30,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-10-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-11-30,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2005-12-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2006-01-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2006-02-28,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2006-03-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2006-04-30,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2006-05-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2006-06-30,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2006-07-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2006-08-31,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2006-09-30,"A-","F2","Positive","A","Stable",2004-07-07
"Lithuania",2006-10-31,"A","F1","Stable","A+","Stable",2006-10-23
"Lithuania",2006-11-30,"A","F1","Stable","A+","Stable",2006-10-23
