"Country","Month.end","FC.rating.long","FC.rating.short","FC.rating.outlook","LC.rating.long","LC.rating.outlook","Date.updated"
"Abu Dhabi",2007-07-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2007-08-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2007-09-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2007-10-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2007-11-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2007-12-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-01-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-02-29,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-03-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-04-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-05-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-06-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-07-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-08-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-09-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-10-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-11-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2008-12-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-01-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-02-28,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-03-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-04-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-05-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-06-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-07-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-08-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-09-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-10-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-11-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2009-12-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-01-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-02-28,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-03-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-04-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-05-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-06-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-07-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-08-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-09-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-10-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-11-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2010-12-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-01-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-02-28,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-03-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-04-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-05-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-06-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-07-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-08-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-09-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-10-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-11-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2011-12-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2012-01-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2012-02-29,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2012-03-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2012-04-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2012-05-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2012-06-30,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2012-07-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Abu Dhabi",2012-08-31,"AA","F1+","Stable","AA","Stable",2007-07-02
"Angola",2010-05-31,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2010-06-30,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2010-07-31,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2010-08-31,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2010-09-30,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2010-10-31,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2010-11-30,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2010-12-31,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2011-01-31,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2011-02-28,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2011-03-31,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2011-04-30,"B+","B","Positive","B+","Positive",2010-05-19
"Angola",2011-05-31,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2011-06-30,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2011-07-31,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2011-08-31,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2011-09-30,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2011-10-31,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2011-11-30,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2011-12-31,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2012-01-31,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2012-02-29,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2012-03-31,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2012-04-30,"BB-","B","Stable","BB-","Stable",2011-05-24
"Angola",2012-05-31,"BB-","B","Positive","BB-","Positive",2012-05-23
"Angola",2012-06-30,"BB-","B","Positive","BB-","Positive",2012-05-23
"Angola",2012-07-31,"BB-","B","Positive","BB-","Positive",2012-05-23
"Angola",2012-08-31,"BB-","B","Positive","BB-","Positive",2012-05-23
"Argentina",1997-05-31,"BB","B","-","-","-",1997-05-28
"Argentina",1997-06-30,"BB","B","-","-","-",1997-05-28
"Argentina",1997-07-31,"BB","B","-","-","-",1997-05-28
"Argentina",1997-08-31,"BB","B","-","-","-",1997-05-28
"Argentina",1997-09-30,"BB","B","-","-","-",1997-05-28
"Argentina",1997-10-31,"BB","B","-","-","-",1997-05-28
"Argentina",1997-11-30,"BB","B","-","-","-",1997-05-28
"Argentina",1997-12-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-01-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-02-28,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-03-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-04-30,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-05-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-06-30,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-07-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-08-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-09-30,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-10-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-11-30,"BB","B","-","BB+","-",1997-12-03
"Argentina",1998-12-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-01-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-02-28,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-03-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-04-30,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-05-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-06-30,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-07-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-08-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-09-30,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-10-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-11-30,"BB","B","-","BB+","-",1997-12-03
"Argentina",1999-12-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",2000-01-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",2000-02-29,"BB","B","-","BB+","-",1997-12-03
"Argentina",2000-03-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",2000-04-30,"BB","B","-","BB+","-",1997-12-03
"Argentina",2000-05-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",2000-06-30,"BB","B","-","BB+","-",1997-12-03
"Argentina",2000-07-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",2000-08-31,"BB","B","-","BB+","-",1997-12-03
"Argentina",2000-09-30,"BB","B","Negative","BB+","Negative",2000-09-21
"Argentina",2000-10-31,"BB","B","Negative","BB+","Negative",2000-09-21
"Argentina",2000-11-30,"BB","B","Negative","BB+","Negative",2000-09-21
"Argentina",2000-12-31,"BB","B","Negative","BB+","Negative",2000-09-21
"Argentina",2001-01-31,"BB","B","Negative","BB+","Negative",2000-09-21
"Argentina",2001-02-28,"BB","B","Negative","BB+","Negative",2000-09-21
"Argentina",2001-03-31,"B+","B","Rating Watch Negative","B+","Rating Watch Negative",2001-03-28
"Argentina",2001-04-30,"B+","B","Rating Watch Negative","B+","Rating Watch Negative",2001-03-28
"Argentina",2001-05-31,"B+","B","Rating Watch Negative","B+","Rating Watch Negative",2001-03-28
"Argentina",2001-06-30,"B+","B","Rating Watch Negative","B+","Rating Watch Negative",2001-03-28
"Argentina",2001-07-31,"B-","B","Negative","B-","Negative",2001-07-11
"Argentina",2001-08-31,"B-","B","Negative","B-","Negative",2001-07-11
"Argentina",2001-09-30,"B-","B","Negative","B-","Negative",2001-07-11
"Argentina",2001-10-31,"CCC-","C","Negative","CCC-","Negative",2001-10-12
"Argentina",2001-11-30,"C","C","Rating Watch Negative","C","Rating Watch Negative",2001-11-06
"Argentina",2001-12-31,"RD","D","-","RD","-",2001-12-03
"Argentina",2002-01-31,"RD","C","-","C","-",2002-01-04
"Argentina",2002-02-28,"RD","C","-","C","-",2002-01-04
"Argentina",2002-03-31,"RD","C","-","C","-",2002-01-04
"Argentina",2002-04-30,"RD","C","-","C","-",2002-01-04
"Argentina",2002-05-31,"RD","C","-","C","-",2002-01-04
"Argentina",2002-06-30,"RD","C","-","C","-",2002-01-04
"Argentina",2002-07-31,"RD","C","-","C","-",2002-01-04
"Argentina",2002-08-31,"RD","C","-","C","-",2002-01-04
"Argentina",2002-09-30,"RD","C","-","C","-",2002-01-04
"Argentina",2002-10-31,"RD","C","-","C","-",2002-01-04
"Argentina",2002-11-30,"RD","C","-","C","-",2002-01-04
"Argentina",2002-12-31,"RD","C","-","C","-",2002-01-04
"Argentina",2003-01-31,"RD","C","-","C","-",2002-01-04
"Argentina",2003-02-28,"RD","C","-","C","-",2002-01-04
"Argentina",2003-03-31,"RD","C","-","C","-",2002-01-04
"Argentina",2003-04-30,"RD","C","-","C","-",2002-01-04
"Argentina",2003-05-31,"RD","C","-","C","-",2002-01-04
"Argentina",2003-06-30,"RD","C","-","C","-",2002-01-04
"Argentina",2003-07-31,"RD","C","-","C","-",2002-01-04
"Argentina",2003-08-31,"RD","C","-","C","-",2002-01-04
"Argentina",2003-09-30,"RD","C","-","C","-",2002-01-04
"Argentina",2003-10-31,"RD","C","-","C","-",2002-01-04
"Argentina",2003-11-30,"RD","C","-","C","-",2002-01-04
"Argentina",2003-12-31,"RD","C","-","C","-",2002-01-04
"Argentina",2004-01-31,"RD","C","-","C","-",2002-01-04
"Argentina",2004-02-29,"RD","C","-","C","-",2002-01-04
"Argentina",2004-03-31,"RD","C","-","C","-",2002-01-04
"Argentina",2004-04-30,"RD","C","-","B-","Stable",2004-04-26
"Argentina",2004-05-31,"RD","C","-","B-","Stable",2004-04-26
"Argentina",2004-06-30,"RD","D","-","B-","Stable",2004-06-17
"Argentina",2004-07-31,"RD","D","-","B-","Stable",2004-06-17
"Argentina",2004-08-31,"RD","D","-","B-","Stable",2004-06-17
"Argentina",2004-09-30,"RD","D","-","B-","Stable",2004-06-17
"Argentina",2004-10-31,"RD","D","-","B-","Stable",2004-06-17
"Argentina",2004-11-30,"RD","D","-","B-","Stable",2004-06-17
"Argentina",2004-12-31,"RD","D","-","B-","Stable",2004-06-17
"Argentina",2005-01-31,"D","D","-","B-","Stable",2005-01-14
"Argentina",2005-02-28,"D","D","-","B-","Stable",2005-01-14
"Argentina",2005-03-31,"D","D","-","B-","Stable",2005-01-14
"Argentina",2005-04-30,"D","D","-","B-","Stable",2005-01-14
"Argentina",2005-05-31,"D","D","-","B-","Stable",2005-01-14
"Argentina",2005-06-30,"RD","B","-","B-","Stable",2005-06-03
"Argentina",2005-07-31,"RD","B","-","B-","Stable",2005-06-03
"Argentina",2005-08-31,"RD","B","-","B-","Stable",2005-06-03
"Argentina",2005-09-30,"RD","B","-","B-","Stable",2005-06-03
"Argentina",2005-10-31,"RD","B","-","B-","Stable",2005-06-03
"Argentina",2005-11-30,"RD","B","-","B-","Stable",2005-06-03
"Argentina",2005-12-31,"RD","B","-","B-","Stable",2005-12-14
"Argentina",2006-01-31,"RD","B","-","B-","Stable",2005-12-14
"Argentina",2006-02-28,"RD","B","-","B-","Stable",2005-12-14
"Argentina",2006-03-31,"RD","B","-","B-","Stable",2005-12-14
"Argentina",2006-04-30,"RD","B","-","B-","Stable",2005-12-14
"Argentina",2006-05-31,"RD","B","-","B-","Stable",2005-12-14
"Argentina",2006-06-30,"RD","B","-","B-","Stable",2005-12-14
"Argentina",2006-07-31,"RD","B","-","B-","Stable",2005-12-14
"Argentina",2006-08-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2006-09-30,"RD","B","-","B","Stable",2006-08-01
"Argentina",2006-10-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2006-11-30,"RD","B","-","B","Stable",2006-08-01
"Argentina",2006-12-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-01-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-02-28,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-03-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-04-30,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-05-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-06-30,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-07-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-08-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-09-30,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-10-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-11-30,"RD","B","-","B","Stable",2006-08-01
"Argentina",2007-12-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-01-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-02-29,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-03-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-04-30,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-05-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-06-30,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-07-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-08-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-09-30,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-10-31,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-11-30,"RD","B","-","B","Stable",2006-08-01
"Argentina",2008-12-31,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-01-31,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-02-28,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-03-31,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-04-30,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-05-31,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-06-30,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-07-31,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-08-31,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-09-30,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-10-31,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-11-30,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2009-12-31,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2010-01-31,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2010-02-28,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2010-03-31,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2010-04-30,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2010-05-31,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2010-06-30,"RD","B","-","B-","Stable",2008-12-18
"Argentina",2010-07-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2010-08-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2010-09-30,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2010-10-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2010-11-30,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2010-12-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-01-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-02-28,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-03-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-04-30,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-05-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-06-30,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-07-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-08-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-09-30,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-10-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-11-30,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2011-12-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2012-01-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2012-02-29,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2012-03-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2012-04-30,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2012-05-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2012-06-30,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2012-07-31,"B","B","Stable","B","Stable",2010-07-12
"Argentina",2012-08-31,"B","B","Stable","B","Stable",2010-07-12
"Armenia",2006-05-31,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2006-06-30,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2006-07-31,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2006-08-31,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2006-09-30,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2006-10-31,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2006-11-30,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2006-12-31,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2007-01-31,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2007-02-28,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2007-03-31,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2007-04-30,"BB-","B","Stable","BB-","Stable",2006-05-24
"Armenia",2007-05-31,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2007-06-30,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2007-07-31,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2007-08-31,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2007-09-30,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2007-10-31,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2007-11-30,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2007-12-31,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2008-01-31,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2008-02-29,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2008-03-31,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2008-04-30,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2008-05-31,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2008-06-30,"BB-","B","Positive","BB-","Positive",2007-05-01
"Armenia",2008-07-31,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2008-08-31,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2008-09-30,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2008-10-31,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2008-11-30,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2008-12-31,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2009-01-31,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2009-02-28,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2009-03-31,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2009-04-30,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2009-05-31,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2009-06-30,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2009-07-31,"BB","B","Stable","BB","Stable",2008-07-03
"Armenia",2009-08-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2009-09-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2009-10-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2009-11-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2009-12-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-01-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-02-28,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-03-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-04-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-05-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-06-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-07-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-08-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-09-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-10-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-11-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2010-12-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-01-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-02-28,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-03-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-04-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-05-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-06-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-07-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-08-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-09-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-10-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-11-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2011-12-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2012-01-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2012-02-29,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2012-03-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2012-04-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2012-05-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2012-06-30,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2012-07-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Armenia",2012-08-31,"BB-","B","Stable","BB-","Stable",2009-08-13
"Aruba",2002-04-30,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2002-05-31,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2002-06-30,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2002-07-31,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2002-08-31,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2002-09-30,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2002-10-31,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2002-11-30,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2002-12-31,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2003-01-31,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2003-02-28,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2003-03-31,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2003-04-30,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2003-05-31,"BBB","F3","Stable","BBB","Stable",2002-04-29
"Aruba",2003-06-30,"BBB","F3","Negative","BBB","Negative",2003-06-12
"Aruba",2003-07-31,"BBB","F3","Negative","BBB","Negative",2003-06-12
"Aruba",2003-08-31,"BBB","F3","Negative","BBB","Negative",2003-06-12
"Aruba",2003-09-30,"BBB","F3","Negative","BBB","Negative",2003-06-12
"Aruba",2003-10-31,"BBB","F3","Negative","BBB","Negative",2003-06-12
"Aruba",2003-11-30,"BBB","F3","Negative","BBB","Negative",2003-06-12
"Aruba",2003-12-31,"BBB","F3","Negative","BBB","Negative",2003-06-12
"Aruba",2004-01-31,"BBB","F3","Negative","BBB","Negative",2003-06-12
"Aruba",2004-02-29,"BBB","F3","Negative","BBB","Negative",2003-06-12
