"Country","Date","FC.rating.long","FC.rating.short","FC.rating.outlook","LC.rating.long","LC.rating.outlook"
"Kazakhstan",1999-02-15,"BB-","B","-","BBB-","-"
"Kazakhstan",1998-01-27,"BB","B","-","BBB-","-"
"Kazakhstan",1996-11-05,"BB-","B","-","-","-"
"Kenya",2009-01-16,"B+","B","Stable","BB-","Stable"
"Kenya",2008-01-30,"B+","B","Negative","BB-","Negative"
"Kenya",2007-12-12,"B+","B","Stable","BB-","Stable"
"Korea",2011-11-07,"A+","F1","Positive","AA","Positive"
"Korea",2009-09-01,"A+","F1","Stable","AA","Stable"
"Korea",2008-11-09,"A+","F1","Negative","AA","Negative"
"Korea",2005-10-23,"A+","F1","Stable","AA","Stable"
"Korea",2005-09-19,"A","F1","Rating Watch Positive","AA-","Rating Watch Positive"
"Korea",2002-06-27,"A","F1","Stable","AA-","Stable"
"Korea",2002-05-13,"BBB+","F2","Rating Watch Positive","A","Rating Watch Positive"
"Korea",2000-09-21,"BBB+","F2","Stable","A","Stable"
"Korea",2000-03-29,"BBB+","F2","-","A","-"
"Korea",1999-06-24,"BBB","F2","-","A-","-"
"Korea",1999-04-26,"BBB-","F3","Rating Watch Positive","A-","Rating Watch Positive"
"Korea",1999-01-19,"BBB-","F3","-","A-","-"
"Korea",1998-12-22,"BB+","B","Rating Watch Positive","A-","Rating Watch Positive"
"Korea",1998-06-19,"BB+","B","-","A-","-"
"Korea",1998-02-03,"BB+","B","Rating Watch Positive","A-","Rating Watch Positive"
"Korea",1998-01-21,"B-","B","Rating Watch Positive","BBB-","Rating Watch Positive"
"Korea",1997-12-23,"B-","B","Rating Watch Negative","BBB-","Rating Watch Negative"
"Korea",1997-12-12,"BBB-","F3","Rating Watch Negative","A","Rating Watch Negative"
"Korea",1997-12-11,"BBB-","F3","Rating Watch Negative","AA","Rating Watch Negative"
"Korea",1997-11-26,"A","F2","-","AA","-"
"Korea",1997-11-18,"A+","F1","-","AA+","-"
"Korea",1996-06-27,"AA-","F1+","-","AAA","-"
"Kuwait",2008-09-04,"AA","F1+","Stable","AA","Stable"
"Kuwait",2002-06-10,"AA-","F1+","Stable","AA","Stable"
"Kuwait",2001-08-24,"A+","F1","Positive","AA","Positive"
"Kuwait",2001-06-12,"A+","F1","Positive","-","Positive"
"Kuwait",2000-09-21,"A","F1","Positive","-","Positive"
"Kuwait",1995-12-20,"A","F1","-","-","-"
"Latvia",2011-12-13,"BBB-","F3","Stable","BBB","Stable"
"Latvia",2011-03-15,"BBB-","F3","Positive","BBB","Positive"
"Latvia",2010-09-03,"BB+","B","Stable","BBB-","Stable"
"Latvia",2009-04-08,"BB+","B","Negative","BBB-","Negative"
"Latvia",2008-12-23,"BBB-","F3","Negative","BBB","Negative"
"Latvia",2008-11-12,"BBB-","F3","Rating Watch Negative","BBB","Rating Watch Negative"
"Latvia",2008-10-03,"BBB","F3","Negative","BBB+","Negative"
"Latvia",2008-01-31,"BBB+","F2","Negative","A-","Negative"
"Latvia",2007-08-17,"BBB+","F2","Stable","A-","Stable"
"Latvia",2007-04-05,"A-","F2","Negative","A","Negative"
"Latvia",2005-08-26,"A-","F2","Stable","A","Stable"
"Latvia",2004-07-07,"A-","F2","Positive","A","Stable"
"Latvia",2003-11-04,"BBB+","F3","Positive","A","Stable"
"Latvia",2003-07-21,"BBB+","F3","Stable","A","Stable"
"Latvia",2001-07-17,"BBB","F3","Positive","A","Positive"
"Latvia",2000-09-21,"BBB","F3","Stable","A","Stable"
"Latvia",1998-06-29,"BBB","F3","-","A","-"
"Lebanon",2010-03-31,"B","B","Stable","B","Stable"
"Lebanon",2006-07-14,"B-","B","Stable","B-","Stable"
"Lebanon",2005-11-18,"B-","B","Positive","B-","Positive"
"Lebanon",2001-09-21,"B-","B","Stable","B-","Stable"
"Lebanon",2001-02-02,"B+","B","Stable","B+","Stable"
"Lebanon",2000-09-21,"BB-","B","Negative","BB","Negative"
"Lebanon",1999-06-30,"BB-","B","-","BB","-"
"Lebanon",1998-06-04,"BB-","B","-","BB+","-"
"Lebanon",1998-02-11,"BB","B","Rating Watch Negative","BBB-","Rating Watch Negative"
"Lebanon",1997-02-26,"BB","B","-","BBB-","-"
"Lesotho",2011-05-31,"BB-","B","Negative","BB","Negative"
"Lesotho",2010-04-27,"BB-","B","Stable","BB","Negative"
"Lesotho",2006-09-18,"BB-","B","Stable","BB","Stable"
"Lesotho",2005-11-04,"BB-","B","Negative","BB+","Negative"
"Lesotho",2004-11-30,"BB-","B","Stable","BB+","Stable"
"Lesotho",2003-09-26,"B+","B","Positive","BB","Positive"
"Lesotho",2002-09-02,"B+","B","Stable","BB","Stable"
"Libya",2011-04-13,"-","-","-","-","-"
"Libya",2011-03-01,"BB","B","Rating Watch Negative","BB","Rating Watch Negative"
"Libya",2011-02-21,"BBB","F3","Rating Watch Negative","BBB","Rating Watch Negative"
"Libya",2009-05-07,"BBB+","F2","Stable","BBB+","Stable"
"Lithuania",2011-12-13,"BBB","F3","Stable","BBB+","Stable"
"Lithuania",2011-05-04,"BBB","F3","Positive","BBB+","Positive"
"Lithuania",2010-03-08,"BBB","F3","Stable","BBB+","Stable"
"Lithuania",2009-04-08,"BBB","F3","Negative","BBB+","Negative"
"Lithuania",2008-12-22,"BBB+","F2","Negative","A-","Negative"
"Lithuania",2008-10-03,"A-","F1","Negative","A","Negative"
"Lithuania",2007-12-07,"A","F1","Negative","A+","Negative"
"Lithuania",2006-10-23,"A","F1","Stable","A+","Stable"
"Lithuania",2004-07-07,"A-","F2","Positive","A","Stable"
"Lithuania",2004-01-28,"BBB+","F2","Positive","A","Stable"
"Lithuania",2003-11-04,"BBB","F3","Positive","A-","Stable"
"Lithuania",2002-12-17,"BBB","F3","Stable","A-","Stable"
"Lithuania",2002-02-28,"BBB-","F3","Positive","BBB+","Positive"
"Lithuania",2001-05-16,"BBB-","F3","Stable","BBB+","Stable"
"Lithuania",2000-09-21,"BB+","B","Stable","BBB+","Stable"
"Lithuania",1997-01-28,"BB+","B","-","BBB+","-"
"Luxembourg",2000-09-21,"AAA","F1+","Stable","AAA","Stable"
"Luxembourg",1995-10-26,"AAA","F1+","-","AAA","-"
"Luxembourg",1994-08-10,"AAA","-","-","-","-"
"Macedonia",2010-10-27,"BB+","B","Stable","BB+","Stable"
"Macedonia",2009-05-21,"BB+","B","Negative","BB+","Negative"
"Macedonia",2008-11-04,"BB+","B","Stable","BB+","Stable"
"Macedonia",2007-08-14,"BB+","B","Positive","BB+","Positive"
"Macedonia",2006-06-13,"BB+","B","Stable","BB+","Stable"
"Macedonia",2005-11-01,"BB","B","Positive","BB","Positive"
"Malawi",2009-08-25,"-","-","-","-","-"
"Malawi",2007-03-06,"B-","B","Stable","B-","Stable"
"Malawi",2005-12-21,"CCC","C","Positive","CCC","Positive"
"Malawi",2004-07-30,"CCC+","C","Positive","CCC+","Positive"
"Malawi",2003-05-20,"CCC+","C","Stable","CCC+","Stable"
"Malaysia",2009-06-09,"A-","F2","Stable","A","Stable"
"Malaysia",2009-02-01,"A-","F2","Stable","A+","Negative"
"Malaysia",2008-11-09,"A-","F2","Stable","A+","Stable"
"Malaysia",2008-01-22,"A-","F2","Positive","A+","Stable"
"Malaysia",2004-11-08,"A-","F2","Stable","A+","Stable"
"Malaysia",2004-04-06,"BBB+","F2","Positive","A","Positive"
"Malaysia",2002-08-07,"BBB+","F2","Stable","A","Stable"
"Malaysia",2002-04-09,"BBB","F2","Positive","A-","Positive"
"Malaysia",2001-09-12,"BBB","F2","Stable","A-","Stable"
"Malaysia",2000-09-21,"BBB","F2","Positive","A-","Positive"
"Malaysia",1999-12-07,"BBB","F2","-","A-","-"
"Malaysia",1999-09-09,"BBB-","F3","Rating Watch Positive","BBB","Rating Watch Positive"
"Malaysia",1999-04-26,"BBB-","F3","-","BBB","-"
"Malaysia",1998-09-09,"BB","B","-","BBB","-"
"Malaysia",1998-08-13,"BBB-","F3","-","A-","-"
"Mali",2009-12-04,"-","-","-","-","-"
"Mali",2004-04-30,"B-","B","Stable","B-","Stable"
"Malta",2007-07-12,"A+","F1","Stable","A+","Stable"
"Malta",2003-11-04,"A","F1","Positive","AA-","Stable"
"Malta",2000-09-21,"A","F1","Stable","AA-","Stable"
"Malta",1998-06-23,"A","F1","-","AA-","-"
"Malta",1996-07-20,"A","F1","-","-","-"
"Mexico",2009-11-23,"BBB","F2","Stable","BBB+","Stable"
"Mexico",2008-11-10,"BBB+","F2","Negative","A-","Negative"
"Mexico",2007-09-19,"BBB+","F2","Stable","A-","Stable"
"Mexico",2007-03-29,"BBB","F3","Positive","BBB+","Positive"
"Mexico",2005-12-07,"BBB","F3","Stable","BBB+","Stable"
"Mexico",2002-01-15,"BBB-","F3","Stable","BBB","Stable"
"Mexico",2000-09-21,"BB+","B","Positive","BBB","Positive"
"Mexico",2000-05-03,"BB+","B","-","BBB","-"
"Mexico",2000-04-11,"BB","B","Rating Watch Positive","BBB-","Rating Watch Positive"
"Mexico",1997-09-15,"BB","B","-","BBB-","-"
"Mexico",1995-10-26,"BB","B","-","-","-"
"Mexico",1995-08-30,"BB","-","-","-","-"
"Moldova",2009-12-17,"-","-","-","-","-"
"Moldova",2008-09-15,"B-","B","Stable","B","Stable"
"Moldova",2007-06-18,"B-","B","Positive","B","Positive"
"Moldova",2003-02-04,"B-","B","Stable","B","Stable"
"Moldova",2002-11-18,"RD","D","Rating Watch Positive","CCC","Rating Watch Positive"
"Moldova",2002-06-28,"RD","D","Stable","CCC","Stable"
"Moldova",2001-06-26,"CC","C","Negative","CCC","Negative"
"Moldova",2001-06-07,"CCC+","C","Negative","B","Negative"
"Moldova",2000-09-21,"B-","B","Stable","B","Stable"
"Moldova",1999-11-25,"B-","B","-","B","-"
"Moldova",1998-07-30,"B","B","-","B+","-"
"Mongolia",2010-11-23,"B+","B","Stable","B+","Stable"
"Mongolia",2009-10-11,"B","B","Stable","B","Stable"
"Mongolia",2009-01-19,"B","B","Negative","B","Negative"
"Mongolia",2008-12-10,"B+","B","Negative","B+","Negative"
"Mongolia",2008-06-03,"B+","B","Stable","B+","Stable"
"Mongolia",2007-09-20,"B+","B","Positive","B+","Positive"
"Mongolia",2005-07-18,"B+","B","Stable","B+","Stable"
"Morocco",2007-04-19,"BBB-","F3","Stable","BBB","Stable"
"Mozambique",2012-07-20,"B","B","Positive","B+","Stable"
"Mozambique",2003-07-15,"B","B","Stable","B+","Stable"
"Namibia",2011-12-09,"BBB-","F3","Stable","BBB","Stable"
"Namibia",2010-12-13,"BBB-","F3","Positive","BBB","Positive"
"Namibia",2005-12-07,"BBB-","F3","Stable","BBB","Stable"
"Nigeria",2011-10-21,"BB-","B","Stable","BB","Stable"
"Nigeria",2010-10-22,"BB-","B","Negative","BB","Negative"
"Nigeria",2008-05-23,"BB-","B","Stable","BB","Stable"
"Nigeria",2006-01-30,"BB-","B","Stable","BB-","Stable"
"Netherlands",2000-09-21,"AAA","F1+","Stable","AAA","Stable"
"Netherlands",1995-10-26,"AAA","F1+","-","AAA","-"
"Netherlands",1994-08-10,"AAA","-","-","-","-"
"New Zealand",2011-09-29,"AA","F1+","Stable","AA+","Stable"
"New Zealand",2009-07-15,"AA+","F1+","Negative","AAA","Negative"
"New Zealand",2003-08-18,"AA+","F1+","Stable","AAA","Stable"
"New Zealand",2002-03-27,"AA","F1+","Stable","AAA","Stable"
"Norway",2000-09-21,"AAA","F1+","Stable","AAA","Stable"
"Norway",1995-10-26,"AAA","F1+","-","AAA","-"
"Norway",1995-03-13,"AAA","-","-","-","-"
"Panama",2011-06-02,"BBB","F3","Stable","BBB","Stable"
"Panama",2010-03-23,"BBB-","F3","Positive","BBB-","Positive"
"Panama",2008-01-29,"BB+","B","Positive","BB+","Positive"
"Panama",2003-12-03,"BB+","B","Stable","BB+","Stable"
"Panama",2002-10-24,"BB+","B","Negative","BB+","Negative"
"Panama",2002-09-04,"BB+","B","Rating Watch Negative","BB+","Rating Watch Negative"
"Panama",2000-09-21,"BB+","B","Stable","BB+","Stable"
"Panama",2000-07-20,"BB+","B","-","BB+","-"
"Panama",2000-02-14,"BB+","B","Rating Watch Positive","BB+","Rating Watch Positive"
"Panama",1998-09-08,"BB+","B","-","BB+","-"
"Papua New Guinea",2010-01-24,"-","-","-","-","-"
"Papua New Guinea",2008-03-13,"B+","B","Stable","B+","Stable"
"Papua New Guinea",2007-01-09,"B","B","Positive","B+","Stable"
"Papua New Guinea",2003-07-10,"B","B","Stable","B+","Stable"
"Papua New Guinea",2000-09-21,"B+","B","Stable","BB-","Stable"
"Papua New Guinea",1999-01-01,"B+","B","-","BB-","-"
"Peru",2011-11-10,"BBB","F2","Stable","BBB+","Stable"
"Peru",2010-06-02,"BBB-","F3","Positive","BBB","Positive"
"Peru",2008-04-02,"BBB-","F3","Stable","BBB","Stable"
"Peru",2007-03-06,"BB+","B","Positive","BBB-","Positive"
"Peru",2006-08-31,"BB+","B","Stable","BBB-","Stable"
"Peru",2005-11-04,"BB","B","Positive","BB+","Positive"
"Peru",2004-11-18,"BB","B","Stable","BB+","Stable"
"Peru",2004-06-04,"BB-","B","Positive","BB+","Stable"
"Peru",2003-10-22,"BB-","B","Stable","BB+","Stable"
"Peru",2002-08-21,"BB-","B","Negative","BB+","Negative"
"Peru",2002-04-29,"BB-","B","Stable","BB+","Stable"
"Peru",2001-04-18,"BB-","B","Negative","BB+","Negative"
"Peru",2000-11-08,"BB","B","Rating Watch Negative","BBB-","Rating Watch Negative"
"Peru",2000-09-21,"BB","B","Stable","BBB-","Stable"
"Peru",1999-10-14,"BB","B","-","BBB-","-"
"Philippines",2011-06-23,"BB+","B","Stable","BBB-","Stable"
"Philippines",2006-02-13,"BB","B","Stable","BB+","Stable"
"Philippines",2005-07-11,"BB","B","Negative","BB+","Negative"
"Philippines",2005-05-26,"BB","B","Stable","BB+","Stable"
"Philippines",2004-12-07,"BB","B","Negative","BB+","Negative"
"Philippines",2003-06-12,"BB","B","Stable","BB+","Stable"
"Philippines",2002-11-25,"BB+","B","Negative","BBB-","Negative"
"Philippines",2001-03-15,"BB+","B","Stable","BBB-","Stable"
"Philippines",2001-01-17,"BB+","B","Rating Watch Negative","BBB","Rating Watch Negative"
"Philippines",2000-09-21,"BB+","B","Stable","BBB","Stable"
"Philippines",1999-07-08,"BB+","B","-","BBB","-"
"Poland",2007-01-18,"A-","F2","Stable","A","Stable"
"Poland",2005-03-23,"BBB+","F2","Positive","A","Stable"
"Poland",2004-05-06,"BBB+","F2","Stable","A","Stable"
"Poland",2003-11-04,"BBB+","F2","Positive","A+","Stable"
"Poland",2000-09-21,"BBB+","F2","Stable","A+","Stable"
"Poland",1998-11-19,"BBB+","F2","-","A+","-"
"Poland",1996-06-07,"BBB","F3","-","A-","-"
"Poland",1996-04-29,"BB+","B","Rating Watch Positive","-","Rating Watch Positive"
"Poland",1995-10-26,"BB+","B","-","-","-"
"Portugal",2011-11-24,"BB+","B","Negative","BB+","Negative"
"Portugal",2011-04-01,"BBB-","F3","Rating Watch Negative","BBB-","Rating Watch Negative"
"Portugal",2011-03-24,"A-","F2","Rating Watch Negative","A-","Rating Watch Negative"
"Portugal",2010-12-23,"A+","F1","Negative","A+","Negative"
"Portugal",2010-03-24,"AA-","F1+","Negative","AA-","Negative"
"Portugal",2009-09-03,"AA","F1+","Negative","AA","Negative"
"Portugal",2007-05-01,"AA","F1+","Stable","AA","Stable"
"Portugal",2005-06-29,"AA","F1+","Negative","AA","Negative"
"Portugal",2000-09-21,"AA","F1+","Stable","AA","Stable"
"Portugal",1998-07-14,"AA","F1+","-","AA","-"
"Portugal",1998-06-04,"AA","F1+","-","AAA","-"
"Portugal",1995-10-26,"AA-","F1+","-","AAA","-"
"Portugal",1994-08-10,"AA-","-","-","-","-"
"Ras Al Khaimah",2008-01-23,"A","F1","Stable","A","Stable"
"Romania",2011-07-04,"BBB-","F3","Stable","BBB","Stable"
"Romania",2010-02-02,"BB+","B","Stable","BBB-","Stable"
"Romania",2008-11-09,"BB+","B","Negative","BBB-","Negative"
"Romania",2008-01-31,"BBB","F3","Negative","BBB+","Negative"
"Romania",2006-08-31,"BBB","F3","Stable","BBB+","Stable"
"Romania",2004-11-17,"BBB-","F3","Stable","BBB","Stable"
"Romania",2004-08-23,"BB","B","Positive","BB+","Positive"
"Romania",2003-12-18,"BB","B","Stable","BB+","Stable"
"Romania",2003-09-24,"BB-","B","Rating Watch Positive","BB","Rating Watch Positive"
"Romania",2002-10-30,"BB-","B","Stable","BB","Stable"
"Romania",2002-06-14,"B+","B","Stable","BB-","Stable"
"Romania",2001-11-14,"B","B","Positive","B+","Positive"
"Romania",2000-11-16,"B","B","Stable","B","Stable"
"Romania",2000-09-21,"B-","B","Stable","B-","Stable"
"Romania",1999-03-24,"B-","B","-","B-","-"
"Romania",1998-12-23,"B","B","-","BB-","-"
"Romania",1998-09-23,"BB-","B","Rating Watch Negative","BBB-","Rating Watch Negative"
"Romania",1997-09-11,"BB-","B","-","BBB-","-"
"Romania",1996-03-06,"BB-","B","-","-","-"
"Russia",2012-01-16,"BBB","F3","Stable","BBB","Stable"
"Russia",2010-09-08,"BBB","F3","Positive","BBB","Positive"
"Russia",2010-01-22,"BBB","F3","Stable","BBB","Stable"
"Russia",2009-02-04,"BBB","F3","Negative","BBB","Negative"
"Russia",2008-11-09,"BBB+","F2","Negative","BBB+","Negative"
"Russia",2006-07-25,"BBB+","F2","Stable","BBB+","Stable"
"Russia",2005-08-03,"BBB","F3","Stable","BBB","Stable"
"Russia",2004-11-18,"BBB-","F3","Stable","BBB-","Stable"
"Russia",2003-05-13,"BB+","B","Stable","BB+","Stable"
"Russia",2002-05-02,"BB-","B","Positive","BB-","Positive"
"Russia",2001-10-04,"B+","B","Stable","B","Stable"
"Russia",2001-07-17,"B","B","Positive","B-","Positive"
"Russia",2000-09-21,"B","B","Stable","B-","Stable"
"Russia",2000-08-29,"B","B","-","B-","-"
"Russia",2000-05-08,"B-","B","-","-","-"
"Russia",2000-02-14,"CCC","C","Rating Watch Positive","-","Rating Watch Positive"
"Russia",1998-08-27,"CCC","C","-","-","-"
"Russia",1998-08-17,"B-","B","Rating Watch Negative","-","Rating Watch Negative"
"Russia",1998-07-30,"BB-","B","-","-","-"
"Russia",1998-06-07,"BB","B","Rating Watch Negative","-","Rating Watch Negative"
"Russia",1998-06-05,"BB+","B","Rating Watch Negative","-","Rating Watch Negative"
"Russia",1998-03-10,"BB+","B","-","-","-"
"Russia",1998-02-12,"BB+","B","Rating Watch Negative","-","Rating Watch Negative"
"Russia",1996-10-07,"BB+","B","-","-","-"
"Rwanda",2010-08-24,"B","B","Stable","B","Stable"
"Rwanda",2006-12-16,"B-","B","Positive","B-","Positive"
"San Marino",2012-07-23,"BBB+","F2","Negative","-","-"
"San Marino",2009-10-22,"A","F1","Negative","-","-"
"San Marino",2009-05-13,"AA-","F1+","Rating Watch Negative","-","-"
"San Marino",2001-01-10,"AA","F1+","Stable","-","-"
"Saudi Arabia",2008-07-09,"AA-","F1+","Stable","AA-","Stable"
"Saudi Arabia",2007-07-31,"A+","F1","Positive","A+","Positive"
"Saudi Arabia",2006-08-17,"A+","F1","Stable","A+","Stable"
"Saudi Arabia",2004-11-24,"A","F1","Stable","A","Stable"
"Serbia",2012-08-16,"BB-","B","Negative","BB-","Negative"
"Serbia",2010-11-11,"BB-","B","Stable","BB-","Stable"
"Serbia",2008-12-23,"BB-","B","Negative","BB-","Negative"
"Serbia",2005-05-19,"BB-","B","Stable","BB-","Stable"
"Seychelles",2011-02-03,"B","B","Stable","B+","Stable"
"Seychelles",2010-02-01,"B-","B","Positive","B","Positive"
"Singapore",2003-05-14,"AAA","F1+","Stable","AAA","Stable"
"Singapore",2000-09-21,"AA+","F1+","Stable","AAA","Stable"
"Singapore",1998-11-18,"AA+","F1+","-","AAA","-"
"Slovakia",2008-07-08,"A+","F1","Stable","A+","Stable"
"Slovakia",2008-05-07,"A","F1","Rating Watch Positive","A+","Stable"
"Slovakia",2007-07-23,"A","F1","Positive","A+","Stable"
"Slovakia",2005-10-11,"A","F1","Stable","A+","Stable"
"Slovakia",2004-09-21,"A-","F2","Stable","A+","Stable"
"Slovakia",2004-01-22,"BBB+","F2","Positive","A","Stable"
"Slovakia",2003-11-04,"BBB","F3","Positive","A-","Stable"
"Slovakia",2003-03-03,"BBB","F3","Stable","A-","Stable"
"Slovakia",2002-11-01,"BBB-","F3","Positive","BBB+","Positive"
"Slovakia",2001-02-20,"BB+","B","Positive","BBB+","Positive"
"Slovakia",2000-09-21,"BB+","B","Stable","BBB+","Stable"
"Slovakia",1998-12-22,"BB+","B","-","BBB+","-"
"Slovakia",1998-10-05,"BBB-","F3","Rating Watch Negative","A-","Rating Watch Negative"
"Slovakia",1996-08-08,"BBB-","F3","-","A-","-"
"Slovenia",2012-08-08,"A-","F2","Negative","A-","Negative"
"Slovenia",2012-01-27,"A","F1","Negative","A","Negative"
"Slovenia",2011-12-16,"AA-","F1+","Rating Watch Negative","AA-","Rating Watch Negative"
"Slovenia",2011-09-28,"AA-","F1+","Negative","AA-","Negative"
"Slovenia",2006-07-12,"AA","F1+","Stable","AA","Stable"
"Slovenia",2004-07-07,"AA-","F1+","Positive","AA","Stable"
"Slovenia",2003-11-04,"A+","F1","Positive","AA","Stable"
"Slovenia",2003-05-06,"A+","F1","Stable","AA","Stable"
"Slovenia",2002-05-29,"A","F1","Positive","AA","Positive"
"Slovenia",2000-09-21,"A","F1","Stable","AA","Stable"
"Slovenia",1999-12-15,"A","F1","-","AA","-"
"Slovenia",1996-05-09,"A-","F1","-","AA-","-"
"South Africa",2012-01-13,"BBB+","F2","Negative","A","Negative"
"South Africa",2011-01-17,"BBB+","F2","Stable","A","Stable"
"South Africa",2008-11-09,"BBB+","F2","Negative","A","Negative"
"South Africa",2008-06-17,"BBB+","F2","Stable","A","Stable"
"South Africa",2007-07-25,"BBB+","F2","Positive","A","Positive"
"South Africa",2005-08-25,"BBB+","F2","Stable","A","Stable"
"South Africa",2004-10-21,"BBB","F3","Positive","A-","Positive"
"South Africa",2003-05-02,"BBB","F3","Stable","A-","Stable"
"South Africa",2003-03-11,"BBB-","F3","Rating Watch Positive","BBB+","Rating Watch Positive"
"South Africa",2002-08-20,"BBB-","F3","Positive","BBB+","Positive"
"South Africa",2000-09-21,"BBB-","F3","Stable","BBB+","Stable"
"South Africa",2000-06-27,"BBB-","F3","-","BBB+","-"
"South Africa",2000-05-19,"BB+","B","-","BBB+","-"
"South Africa",1998-05-28,"BB","B","-","BBB","-"
"South Africa",1998-02-17,"BB","B","Rating Watch Positive","BBB","Rating Watch Positive"
"South Africa",1996-06-05,"BB","B","-","BBB","-"
"South Africa",1995-10-26,"BB","B","-","-","-"
"South Africa",1994-09-22,"BB","-","-","-","-"
"Spain",2012-06-07,"BBB","F2","Negative","BBB","Negative"
"Spain",2012-01-27,"A","F1","Negative","A","Negative"
"Spain",2011-12-16,"AA-","F1+","Rating Watch Negative","AA-","Rating Watch Negative"
"Spain",2011-10-07,"AA-","F1+","Negative","AA-","Negative"
"Spain",2011-03-04,"AA+","F1+","Negative","AA+","Negative"
"Spain",2010-05-28,"AA+","F1+","Stable","AA+","Stable"
"Spain",2003-12-10,"AAA","F1+","Stable","AAA","Stable"
"Spain",2000-09-21,"AA+","F1+","Stable","AA+","Stable"
"Spain",1999-09-01,"AA+","F1+","-","AA+","-"
"Spain",1998-07-14,"AA","F1+","-","AA","-"
"Spain",1995-10-26,"AA","F1+","-","AAA","-"
"Spain",1994-08-10,"AA","-","-","-","-"
"Sri Lanka",2011-07-18,"BB-","B","Stable","BB-","Stable"
"Sri Lanka",2010-09-21,"B+","B","Positive","B+","Positive"
"Sri Lanka",2009-10-09,"B+","B","Stable","B+","Stable"
"Sri Lanka",2009-02-27,"B+","B","Negative","B+","Negative"
"Sri Lanka",2008-04-02,"B+","B","Stable","B+","Stable"
"Sri Lanka",2006-04-27,"BB-","B","Negative","BB-","Negative"
"Sri Lanka",2005-12-08,"BB-","B","Stable","BB-","Stable"
"Suriname",2012-07-10,"BB-","B","Stable","BB-","Stable"
"Suriname",2011-07-29,"B+","-","Stable","B+","Stable"
"Suriname",2009-10-20,"B","-","Positive","B+","Stable"
"Suriname",2004-06-18,"B","-","Stable","B+","Stable"
"Sweden",2004-03-08,"AAA","F1+","Stable","AAA","Stable"
"Sweden",2002-03-04,"AA+","F1+","Stable","AAA","Stable"
"Sweden",2001-07-18,"AA","F1+","Positive","AAA","Positive"
"Sweden",2000-09-21,"AA","F1+","Stable","AAA","Stable"
"Sweden",1999-01-27,"AA","F1+","-","AAA","-"
"Sweden",1995-10-26,"AA-","F1+","-","AAA","-"
"Sweden",1994-12-22,"AA-","-","-","-","-"
"Sweden",1994-08-10,"AA","-","-","-","-"
"Switzerland",2000-09-21,"AAA","F1+","Stable","AAA","Stable"
"Switzerland",1995-10-26,"AAA","F1+","-","AAA","-"
"Switzerland",1994-08-10,"AAA","-","-","-","-"
"Taiwan",2009-01-18,"A+","F1","Stable","AA","Negative"
"Taiwan",2001-11-19,"A+","F1","Stable","AA","Stable"
"Thailand",2011-05-12,"BBB","F3","Stable","A-","Stable"
"Thailand",2010-04-19,"BBB","F3","Stable","A-","Negative"
"Thailand",2009-04-16,"BBB","F3","Stable","A-","Stable"
"Thailand",2008-12-01,"BBB+","F2","Negative","A","Negative"
"Thailand",2006-10-22,"BBB+","F2","Stable","A","Stable"
"Thailand",2006-09-19,"BBB+","F2","Rating Watch Negative","A","Rating Watch Negative"
"Thailand",2005-05-10,"BBB+","F2","Stable","A","Stable"
"Thailand",2004-03-03,"BBB","F3","Positive","A-","Positive"
"Thailand",2003-09-03,"BBB","F3","Stable","A-","Stable"
"Thailand",2002-10-10,"BBB-","F3","Positive","BBB+","Positive"
"Thailand",2000-09-21,"BBB-","F3","Stable","BBB+","Stable"
"Thailand",1999-06-24,"BBB-","F3","-","BBB+","-"
"Thailand",1999-04-26,"BB+","B","Rating Watch Positive","BBB+","Rating Watch Positive"
"Thailand",1998-05-14,"BB+","B","-","BBB+","-"
"Tunisia",2011-03-02,"BBB-","F3","Negative","BBB","Negative"
"Tunisia",2011-01-14,"BBB","F2","Rating Watch Negative","A-","Rating Watch Negative"
"Tunisia",2001-05-24,"BBB","F2","Stable","A-","Stable"
"Tunisia",2000-09-21,"BBB-","F3","Positive","A-","Positive"
"Tunisia",1996-09-26,"BBB-","F3","-","A-","-"
"Tunisia",1995-10-26,"BBB-","F3","-","-","-"
"Tunisia",1995-09-14,"BBB-","-","-","-","-"
"Turkey",2011-11-23,"BB+","B","Stable","BB+","Stable"
"Turkey",2010-11-24,"BB+","B","Positive","BB+","Positive"
"Turkey",2009-12-03,"BB+","B","Stable","BB+","Stable"
"Turkey",2009-10-27,"BB-","B","Rating Watch Positive","BB","Rating Watch Positive"
"Turkey",2007-12-12,"BB-","B","Stable","BB","Stable"
"Turkey",2007-05-09,"BB-","B","Stable","BB-","Stable"
"Turkey",2005-12-06,"BB-","B","Positive","BB-","Positive"
"Turkey",2005-01-13,"BB-","B","Stable","BB-","Stable"
"Turkey",2004-08-25,"B+","B","Positive","B+","Positive"
"Turkey",2004-02-09,"B+","B","Stable","B+","Stable"
"Turkey",2003-09-25,"B","B","Positive","B","Positive"
"Turkey",2003-08-06,"B-","B","Positive","B-","Positive"
"Turkey",2003-03-25,"B-","B","Negative","B-","Negative"
"Turkey",2002-02-05,"B","B","Stable","B","Stable"
"Turkey",2001-08-02,"B","B","Negative","B-","Negative"
"Turkey",2001-04-02,"B+","B","Rating Watch Negative","B","Rating Watch Negative"
"Turkey",2001-02-22,"BB-","B","Rating Watch Negative","B+","Rating Watch Negative"
"Turkey",2000-09-21,"BB-","B","Stable","BB","Stable"
